"","February_ColaDeBallena","February_EsteroZacatecas","September_ColaDeBallena","September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena","February_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_EsteroZacatecas","September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena","February_ColaDeBallena-February_EsteroZacatecas-September_EsteroZacatecas","February_ColaDeBallena-September_ColaDeBallena-September_EsteroZacatecas","February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas","February_ColaDeBallena-February_EsteroZacatecas-September_ColaDeBallena-September_EsteroZacatecas"
"k__Bacteria|p__Balneolota|c__Balneolia|o__Balneolales|f__Balneolaceae",0,0,0.0434782608695652,0,0.0256410256410256,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Actinomycetota|c__Acidimicrobiia|o__Microtrichales|f__Microtrichaceae",0.0289855072463768,0,0,0,0,0,0,0.0104166666666667,0,0,0,0.0175438596491228,0,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pseudoalteromonadaceae",0,0.0128205128205128,0,0,0,0,0,0.00520833333333333,0,0,0.0263157894736842,0,0.0217391304347826,0
"k__Bacteria|p__Gemmatimonadota|c__Longimicrobiia|o__Longimicrobiales|f__Longimicrobiaceae",0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0.0175438596491228,0,0.00490196078431373
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfocapsaceae",0.0289855072463768,0.0128205128205128,0,0,0,0.00854700854700855,0,0.00520833333333333,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Gaiellales|f__",0.0144927536231884,0,0,0,0,0,0,0,0,0.0277777777777778,0,0.0175438596491228,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halieaceae",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0.015625,0,0,0,0,0,0.0196078431372549
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Cryomorphaceae",0,0,0,0,0.0256410256410256,0,0,0.0104166666666667,0,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Cyanobacteriales|f__Nostocaceae",0,0,0,0,0,0,0,0.0572916666666667,0,0,0,0,0,0
"k__Bacteria|p__Cyanobacteriota|c__Cyanobacteriia|o__Phormidesmiales|f__Phormidesmiaceae",0,0.0256410256410256,0,0,0,0,0,0.03125,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Spongiibacteraceae",0.0144927536231884,0,0,0,0,0.00854700854700855,0,0,0,0.0277777777777778,0,0,0,0.00490196078431373
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfuromonadia|o__Bradymonadales|f__",0,0,0,0,0,0,0,0,0.032258064516129,0,0,0,0.0217391304347826,0
"k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Aggregatilineales|f__A4b",0,0.0128205128205128,0,0,0,0.00854700854700855,0,0.0104166666666667,0,0,0,0,0,0.0196078431372549
"k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae",0.0144927536231884,0,0,0,0.0256410256410256,0.00854700854700855,0,0,0,0,0,0,0,0
"k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Caldilineales|f__Caldilineaceae",0,0,0,0,0,0,0,0.015625,0,0.0277777777777778,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Kiloniellales|f__Kiloniellaceae",0,0.0128205128205128,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidetes_BD2-2",0.0144927536231884,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae",0,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Gemmatimonadota|c__BD2-11_terrestrial_group|o__|f__",0,0,0,0,0,0.0170940170940171,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudohongiellaceae",0,0,0,0,0,0.0170940170940171,0,0,0,0,0.0263157894736842,0,0,0
"k__Bacteria|p__Actinomycetota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae",0,0,0,0.037037037037037,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Myxococcota|c__Polyangiia|o__Haliangiales|f__Haliangiaceae",0,0,0,0.037037037037037,0,0,0,0.00520833333333333,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinobacteria|o__Mycobacteriales|f__Mycobacteriaceae",0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Hyphomonadaceae",0,0.0256410256410256,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00980392156862745
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__EPR3968-O8a-Bc78|f__",0.0144927536231884,0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae",0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__C2U",0,0,0,0.037037037037037,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__211ds20",0,0,0,0,0,0.00854700854700855,0,0,0,0.0277777777777778,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales|f__DEV007",0,0.0256410256410256,0,0,0,0,0,0.00520833333333333,0,0,0,0,0,0.00490196078431373
"k__Bacteria|p__Chloroflexota|c__Anaerolineae|o__|f__",0,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0.00980392156862745
