Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	4.2	1	3	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia	4	1	2	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Maribeggiatoa	4	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaea	4	1	2	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	4	2	2	2	0
Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified	4	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84	Unclassified	4	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Salinovum	4	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Unclassified	4	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group	4	2	1	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Unclassified	4	1	1	2	0
Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Unclassified	Unclassified	4	3	2	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter	4	1	2	1	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	Unclassified	4	1	1	1	0
Thermodesulfobacteriota	Desulfarculia	Desulfarculales	Desulfarculaceae	Dethiosulfatarculus	4	1	1	1	0
Nitrospirota	4-29-1	Unclassified	Unclassified	Unclassified	4	1	1	1	0
Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Unclassified	3.5	3	1	2	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Limibacillus	3	1	1	1	0
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	3	2	1	3	0
Patescibacteria	Gracilibacteria	Candidatus_Abawacabacteria	Unclassified	Unclassified	3	1	1	1	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Unclassified	3	2	1	2	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Marithioploca	3	1	1	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	3	3	1	3	0
Modulibacteria	Moduliflexia	Moduliflexales	Moduliflexaceae	Unclassified	3	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Sinirhodobacter	3	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Unclassified	3	1	1	1	0
Chloroflexota	TK17	Unclassified	Unclassified	Unclassified	3	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ascidiimonas	3	1	1	1	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Verruc-01	3	1	2	1	0
Actinomycetota	Unclassified	Unclassified	Unclassified	Unclassified	3	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	3	1	1	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides_SR001	3	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	3	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	3	1	1	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	3	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis	3	1	1	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Z195MB87	3	1	1	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	2.79	1	1	2	0
Actinomycetota	Actinobacteria	Streptosporangiales	Unclassified	Unclassified	2.68	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mangrovicella	2	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Unclassified	2	1	2	1	0
Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Natronotalea	2	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Chromatocurvus	2	1	1	1	0
Pseudomonadota	Gammaproteobacteria	WN-HWB-116	Unclassified	Unclassified	2	1	1	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptonema	2	1	2	1	0
Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	Candidatus_Kuenenia	2	1	1	1	0
Gemmatimonadota	Longimicrobiia	Longimicrobiales	Longimicrobiaceae	Unclassified	2	1	2	1	0
Patescibacteria	Unclassified	Unclassified	Unclassified	Unclassified	2	1	1	1	0
Balneolota	Balneolia	Balneolales	Balneolaceae	B2706-C7	2	1	2	1	0
Actinomycetota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	2	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera	2	1	1	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Snuella	2	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Kandeliimicrobium	2	1	1	1	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Diplosphaera	2	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Unclassified	Unclassified	2	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	JTB255_marine_benthic_group	2	1	1	1	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	2	1	1	1	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unclassified	2	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Unclassified	2	1	1	1	0
Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Unclassified	Unclassified	1.5	1	3	1	0
Campylobacterota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	Unclassified	1.5	1	2	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	1.5	1	1	1	0
Myxococcota	Polyangiia	PS-B29	Unclassified	Unclassified	1	1	1	1	0
Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	Unclassified	1	1	1	1	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Unclassified	1	1	1	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified	1	1	1	1	0
Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	1	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified	1	1	1	1	0
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Unclassified	Unclassified	1	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	211ds20	Unclassified	1	1	1	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudaestuariivita	1	1	1	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Neptunicella	1	1	1	1	0
Acidobacteriota	Acidobacteriae	TSBb06	Unclassified	Unclassified	1	1	1	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria_PCC-6304	1	1	1	1	0
Verrucomicrobiota	Unclassified	Unclassified	Unclassified	Unclassified	1	1	1	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unclassified	1	1	1	1	0
Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Unclassified	1	1	1	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	1	1	1	1	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Unclassified	0.75	1	3	1	0
Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Unclassified	Unclassified	0.75	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Rhodocista	0.5	1	1	1	0
