Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Bdellovibrionota	Oligoflexia	Unclassified	Unclassified	Unclassified	48	1	7	1	0
Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	48	1	5	1	0
Elusimicrobiota	Endomicrobiia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	48	3	4	2	0
Caldisericota	Caldisericia	Caldisericales	LF045	Unclassified	48	1	5	1	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	Unclassified	47	2	9	2	0
Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Unclassified	Unclassified	46.5	2	9	2	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Oceanispirochaeta	46.5	2	5	3	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	45.6	1	8	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Neptunicella	45.28	6	9	2	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania	45	3	5	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Congregibacter	45	1	8	1	0
Actinomycetota	Coriobacteriia	CG2-30-50-142	Unclassified	Unclassified	45	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Unclassified	45	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	HTCC5015	45	1	7	1	0
Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Gordonia	45	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pelagibaca	45	1	5	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	45	1	6	1	0
Actinomycetota	Actinobacteria	Mycobacteriales	Unclassified	Unclassified	45	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oceanospirillaceae	Oceanospirillum	45	2	6	2	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	44	1	8	1	0
Patescibacteria	Parcubacteria	Candidatus_Portnoybacteria	Unclassified	Unclassified	44	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Unclassified	44	1	7	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Kandeliimicrobium	44	2	8	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aestuariivita	44	1	7	1	0
Balneolota	Balneolia	Balneolales	Balneolaceae	HK-RBC54	44	1	7	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unclassified	44	1	6	1	0
Synergistota	Synergistia	Synergistales	Synergistaceae	JGI-0000079-D21	42.56	2	4	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Prolixibacter	42.5	1	8	1	0
Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Unclassified	42	1	9	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Meinhardsimonia	42	3	7	3	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Diplosphaera	42	2	8	2	0
Bacteroidota	Bacteroidia	Sphingobacteriales	Unclassified	Unclassified	42	1	7	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	42	1	5	1	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	42	1	6	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiolinea	42	1	7	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	40	2	6	2	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Maribeggiatoa	40	1	8	1	0
Cyanobacteriota	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	40	2	7	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudozobellia	40	2	6	2	0
Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	Halococcus	40	1	5	2	0
Chloroflexota	Dehalococcoidia	FW22	Unclassified	Unclassified	40	2	5	2	0
Balneolota	Balneolia	Balneolales	Balneolaceae	Aliifodinibius	40	1	7	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	40	1	6	1	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Candidatus_Marispirochaeta	40	2	5	2	0
Verrucomicrobiota	Lentisphaeria	Victivallales	BD2-3	Unclassified	40	1	6	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Spirulina_P7	39	1	8	1	0
Poribacteria	Unclassified	Unclassified	Unclassified	Unclassified	39	2	8	2	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Z195MB87	39	1	8	1	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	39	2	4	2	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-012	38	1	5	1	0
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	36	2	8	3	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides_SR001	36	1	8	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Turneriella	36	3	9	3	0
Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	SM23-31	36	1	8	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group	36	2	6	2	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	SBYC	36	1	5	1	0
Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Unclassified	36	1	5	1	0
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1	36	1	9	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Celerinatantimonadaceae	Celerinatantimonas	36	1	6	1	0
Planctomycetota	SGST604	Unclassified	Unclassified	Unclassified	36	1	8	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified	36	1	7	1	0
Nitrospirota	4-29-1	Unclassified	Unclassified	Unclassified	36	1	8	1	0
Bacillota	Clostridia	Unclassified	Unclassified	Unclassified	36	1	6	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	Waddlia	35	3	5	3	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	Unclassified	35	1	5	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	Afifella	35	1	5	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rubribacterium	35	1	5	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia	34	1	8	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	34	2	8	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Chromatocurvus	34	1	9	1	0
Synergistota	Synergistia	Synergistales	Synergistaceae	Unclassified	34	2	5	2	0
Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Unclassified	33	1	7	1	0
Verrucomicrobiota	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	33	1	7	1	0
Acidobacteriota	Unclassified	Unclassified	Unclassified	Unclassified	33	1	8	1	0
Chloroflexota	Gitt-GS-136	Unclassified	Unclassified	Unclassified	33	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	33	1	7	1	0
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	32	1	5	1	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Achromatium	32	1	8	1	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	Unclassified	32	1	7	1	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Unclassified	32	1	6	1	0
Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter	32	3	1	3	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Jiulongibacter	31.5	2	5	2	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	Unclassified	31.5	2	9	2	0
Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomarinum	31.5	1	7	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Candidatus_Marithioploca	30	1	8	1	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Rhodovibrio	30	1	6	1	0
Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	Unclassified	30	1	8	1	0
Chloroflexota	TK17	Unclassified	Unclassified	Unclassified	30	1	6	1	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiothrix	30	2	7	2	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214_group	30	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Candidatus_Endobugula	30	1	6	1	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	30	1	5	2	0
Patescibacteria	Berkelbacteria	Unclassified	Unclassified	Unclassified	29	2	7	2	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter	28	1	5	1	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaea	28	1	6	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicola	28	1	5	1	0
Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Unclassified	28	3	6	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	28	1	7	1	0
Elusimicrobiota	Elusimicrobia	Lineage_IV	Unclassified	Unclassified	28	1	8	1	0
Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	MSBL3	28	4	2	4	0
Bacillota	Clostridia	Oscillospirales	[Eubacterium]_coprostanoligenes_group	Unclassified	28	2	3	2	0
Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103	28	1	3	1	0
Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	28	1	3	1	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Bernardetia	27.93	5	5	3	0
Verrucomicrobiota	Kiritimatiellia	113B434	Unclassified	Unclassified	27	3	7	2	0
Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus_Amoebophilus	27	2	7	2	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	MAT-CR-H6-H10	27	1	5	2	0
Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	27	1	6	1	0
Pseudomonadota	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	27	2	6	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleibacter	27	1	6	1	0
Patescibacteria	Microgenomatia	Candidatus_Curtissbacteria	Unclassified	Unclassified	27	1	4	1	0
Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	26.25	1	5	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Psychrosphaera	26	3	7	3	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Unclassified	26	1	4	1	0
Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	25	1	3	2	0
Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	Unclassified	Unclassified	24	2	6	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kriegella	24	2	6	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Unclassified	24	1	7	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Sinirhodobacter	24	1	5	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Unclassified	24	1	7	1	0
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	24	1	6	1	0
WOR-1	Unclassified	Unclassified	Unclassified	Unclassified	24	1	7	1	0
Actinomycetota	Actinobacteria	Propionibacteriales	Unclassified	Unclassified	24	1	7	1	0
Verrucomicrobiota	Lentisphaeria	P.palmC41	Unclassified	Unclassified	24	1	6	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unclassified	24	1	7	1	0
Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Unclassified	22	1	7	1	0
