Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Bacteroidota	Bacteroidia	Flavobacteriales	Unclassified	Unclassified	1093	14	9	14	0.02
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium	1090	5	9	8	0.02
Pseudomonadota	Gammaproteobacteria	AT-s2-59	Unclassified	Unclassified	1072	10	9	10	0.02
Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified	1072	19	6	13	0.02
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	1071	17	9	15	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	ESFC-1	1070	2	6	4	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	P13-46	Unclassified	1065	6	7	9	0.02
Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	Unclassified	1065	7	9	5	0.02
Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Unclassified	1062	11	3	5	0.02
Myxococcota	bacteriap25	Unclassified	Unclassified	Unclassified	1059	25	8	16	0.02
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	SEEP-SRB4	1056	3	8	4	0.02
Pseudomonadota	Alphaproteobacteria	Parvibaculales	PS1_clade	Unclassified	1054	12	6	12	0.02
Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Enhygromyxa	1053	6	7	7	0.02
Chlorobiota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	1035	1	9	4	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	1029	7	6	11	0.02
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Unclassified	Unclassified	1026	2	7	3	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	1023.03	5	7	6	0.02
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea	1018	4	8	11	0.02
Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Wenzhouxiangella	1008	2	8	6	0.02
Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	Unclassified	1008	7	6	6	0.02
Balneolota	Balneolia	Balneolales	Balneolaceae	Gracilimonas	1005	13	7	16	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Unclassified	996	10	7	12	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Saccharospirillum	990	6	6	13	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas	987	2	5	8	0.02
Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Thermodesulfovibrionaceae	Thermodesulfovibrio	983	2	6	9	0.02
Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	Unclassified	Unclassified	971	7	8	7	0.02
Pseudomonadota	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella	968	5	7	9	0.02
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613	961.5	3	6	10	0.02
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Roseibium	957	4	5	9	0.02
Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	Aminicenans	930	11	7	8	0.02
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified	928	6	8	10	0.02
Actinomycetota	Actinobacteria	Frankiales	Unclassified	Unclassified	924	1	8	2	0.02
Acidobacteriota	Subgroup_26	Unclassified	Unclassified	Unclassified	923	9	8	8	0.02
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	914	3	7	11	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hanstruepera	910.5	4	7	10	0.02
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Marivibrio	906	15	6	11	0.02
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	UCYN-C	894	4	8	9	0.02
WS2	Unclassified	Unclassified	Unclassified	Unclassified	890	13	4	12	0.02
Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga	888	9	5	11	0.02
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tistlia	888	2	8	5	0.02
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter	886.5	2	7	8	0.02
Cyanobacteriota	Sericytochromatia	Unclassified	Unclassified	Unclassified	885	7	9	9	0.02
Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	880	3	7	4	0.02
Pseudomonadota	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus	868	6	8	10	0.02
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	BBMC-4	864	9	5	5	0.02
Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76	858	12	8	8	0.02
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	858	1	8	3	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	850	6	6	9	0.02
Chloroflexota	Dehalococcoidia	MSBL5	Unclassified	Unclassified	825	10	7	8	0.02
Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	Unclassified	824	15	6	14	0.02
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Cohaesibacter	821	6	7	6	0.02
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	812	4	8	4	0.02
Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	Unclassified	Unclassified	810.25	13	10	8	0.02
Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unclassified	803	7	7	8	0.02
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Unclassified	792	5	8	8	0.01
Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma	784	8	3	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	Unclassified	773	16	5	15	0.01
Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	767	14	7	10	0.01
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Unclassified	Unclassified	752	7	7	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	Porticoccus	738	8	8	6	0.01
Myxococcota	Polyangiia	UASB-TL25	Unclassified	Unclassified	732	11	8	7	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	732	4	9	6	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Sediminimonas	728	1	6	6	0.01
Verrucomicrobiota	Verrucomicrobiia	Methylacidiphilales	Methylacidiphilaceae	Unclassified	723	15	9	10	0.01
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Thalassocola	723	3	8	8	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea	720	4	8	5	0.01
Myxococcota	Polyangiia	PS-B29	Unclassified	Unclassified	710	7	8	6	0.01
Acidobacteriota	Vicinamibacteria	Subgroup_9	Unclassified	Unclassified	708	8	7	9	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5)_clade	706	5	8	6	0.01
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum	701	6	7	11	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	700	3	6	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rhodovulum	683	3	6	7	0.01
Gemmatimonadota	Longimicrobiia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147	680	1	7	3	0.01
Planctomycetota	Pla3_lineage	Unclassified	Unclassified	Unclassified	678	14	8	12	0.01
Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Haliangium	676	2	8	3	0.01
Myxococcota	Polyangiia	Polyangiales	Eel-36e1D6	Unclassified	673.5	12	9	9	0.01
Acidobacteriota	Holophagae	Subgroup_7	Unclassified	Unclassified	672	3	8	4	0.01
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Unclassified	672	2	3	9	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix_PCC-6303	671.71	1	8	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	658	2	7	5	0.01
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella	655	7	8	8	0.01
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	648.25	6	7	5	0.01
Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Unclassified	641	5	7	13	0.01
MBNT15	Unclassified	Unclassified	Unclassified	Unclassified	631	10	8	7	0.01
Actinomycetota	Actinobacteria	Unclassified	Unclassified	Unclassified	631	17	9	13	0.01
Planctomycetota	BD7-11	Unclassified	Unclassified	Unclassified	627	14	8	11	0.01
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified	627	23	8	16	0.01
Nitrospinota	P9X2b3D02	Unclassified	Unclassified	Unclassified	627	3	9	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Halioxenophilus	621	5	7	10	0.01
LCP-89	Unclassified	Unclassified	Unclassified	Unclassified	620	9	8	6	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora_VP642b	619	5	7	4	0.01
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	618	12	5	8	0.01
Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	Unclassified	603	3	6	6	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseovarius	592	7	6	8	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Reinekea	584	9	7	9	0.01
Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Thermotomaculum	576	4	8	3	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga	576	7	6	7	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	574	3	5	9	0.01
Chloroflexota	OLB14	Unclassified	Unclassified	Unclassified	570	2	8	8	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Kangiella	567	1	6	6	0.01
Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified	562	14	9	13	0.01
Patescibacteria	ABY1	Candidatus_Kerfeldbacteria	Unclassified	Unclassified	562	16	8	10	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter	562	4	7	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	558	5	7	9	0.01
Latescibacterota	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus_Latescibacter	555	8	8	6	0.01
Myxococcota	Polyangiia	VHS-B4-70	Unclassified	Unclassified	552	4	8	5	0.01
Actinomycetota	WCHB1-81	Unclassified	Unclassified	Unclassified	550	11	5	10	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	546	3	7	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ascidiimonas	544	9	8	10	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified	535	3	7	6	0.01
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	DEV008	528	2	8	5	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Unclassified	526	3	8	8	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16	522	1	8	3	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Cyanothece_ATCC_51142_(UCYN-C)	522	2	8	8	0.01
Myxococcota	Polyangiia	Blfdi19	Unclassified	Unclassified	521	10	9	7	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32	520	3	7	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella	520	2	7	2	0.01
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tagaea	519	3	8	6	0.01
Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified	518	10	6	9	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium	513	8	8	5	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Cerasicoccus	512	14	6	8	0.01
Chloroflexota	Dehalococcoidia	GIF3	Unclassified	Unclassified	510	9	5	8	0.01
Planctomycetota	Phycisphaerae	mle1-8	Unclassified	Unclassified	508	10	8	7	0.01
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	01D2Z36	Unclassified	504	5	7	7	0.01
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira	500	5	6	5	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Catenovulum	500	5	6	9	0.01
Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	Unclassified	Unclassified	498	9	8	9	0.01
Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Unclassified	495.09	4	6	8	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	BIyi10	495	3	7	5	0.01
Pseudomonadota	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Arhodomonas	495	1	7	7	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicella	493	3	6	11	0.01
Chlorobiota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	493	2	8	3	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	490.5	10	6	8	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Albimonas	490	4	6	6	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	484	4	7	5	0.01
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	480	4	6	4	0.01
Candidatus_Kryptonia	Kryptonia	Kryptoniales	MSB-3C8	Unclassified	475	2	9	5	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	472.75	7	5	5	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Coraliomargarita	468	8	7	9	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	463	7	7	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	462	5	5	5	0.01
Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Unclassified	457.5	2	9	4	0.01
Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unclassified	454.4	10	9	9	0.01
Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	454	8	6	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Unclassified	452.5	10	7	13	0.01
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	452	3	9	6	0.01
Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	449.6	10	7	10	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Hahella	444	1	7	4	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	440	3	7	5	0.01
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	435	6	9	6	0.01
Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea	435	2	7	3	0.01
Actinomycetota	Actinobacteria	Micrococcales	Unclassified	Unclassified	433	12	9	7	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified	432	22	5	16	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Unclassified	Unclassified	432	3	8	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tranquillimonas	430	3	7	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	430	6	8	7	0.01
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Natranaerovirga	429	2	5	2	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	425	4	7	4	0.01
Chloroflexota	Anaerolineae	RBG-13-54-9	Unclassified	Unclassified	422.5	8	9	7	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	418	1	9	2	0.01
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified	415	18	5	11	0.01
Deferrisomatota	Deferrisomatia	Deferrisomatales	Deferrisomataceae	Deferrisoma	414	2	7	4	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Unclassified	407	11	8	9	0.01
Chloroflexota	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	407	4	8	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseibacterium	407	1	6	3	0.01
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	404	2	7	3	0.01
Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	400	7	6	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	399	3	8	6	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pelagerythrobacter	393	23	8	16	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_PCC-7002	391.5	6	8	11	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	389	2	7	2	0.01
Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	Unclassified	386	3	6	3	0.01
Acidobacteriota	Subgroup_5	Unclassified	Unclassified	Unclassified	384	5	7	6	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	384	1	7	2	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agaribacterium	380	6	6	9	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Catenococcus	379.5	1	7	7	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Phaeocystidibacter	378	5	8	8	0.01
Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	Unclassified	Unclassified	377.5	19	9	13	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	374	2	8	2	0.01
FW113	Unclassified	Unclassified	Unclassified	Unclassified	364	3	8	3	0.01
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatirhabdiaceae	Desulfatirhabdium	364	2	8	2	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Allohahella	364	6	7	7	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified	364	2	8	2	0.01
Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	360	1	6	3	0.01
Pseudomonadota	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	359	6	7	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	357	9	5	10	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Unclassified	357	3	8	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sungkyunkwania	353	3	7	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	351	2	7	7	0.01
Gemmatimonadota	S0134_terrestrial_group	Unclassified	Unclassified	Unclassified	350	5	7	5	0.01
Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Unclassified	350	5	9	6	0.01
Bacillota	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibacter	350	2	5	4	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum	344	2	6	6	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceaniglobus	343	2	9	2	0.01
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	343	6	8	7	0.01
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	Unclassified	340	8	8	7	0.01
Chloroflexota	N9D0	Unclassified	Unclassified	Unclassified	338	1	7	7	0.01
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Unclassified	337.62	3	8	6	0.01
Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Unclassified	Unclassified	337	5	8	5	0.01
Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Unclassified	Unclassified	335	8	8	6	0.01
Chlamydiota	Chlamydiia	LD1-PA32	Unclassified	Unclassified	334	6	8	7	0.01
Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	Unclassified	333.85	13	9	8	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tamlana	333	2	8	5	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	330	1	7	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Confluentibacter	330	1	8	3	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Pelobacter	329	2	8	2	0.01
Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified	324	13	8	7	0.01
Planctomycetota	Planctomycetes	Unclassified	Unclassified	Unclassified	324	16	8	10	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qinpengyuania	324	1	8	1	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	322	3	5	8	0.01
Chloroflexota	Dehalococcoidia	RBG-13-46-9	Unclassified	Unclassified	320	5	5	4	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Martelella	315	1	5	2	0.01
Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Unclassified	314	4	8	3	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus	312	1	7	3	0.01
Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	311	4	7	4	0.01
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	309	4	8	3	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	305	4	6	9	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	304	5	6	4	0.01
Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	302.5	1	7	4	0.01
Acidobacteriota	Acidobacteriae	Subgroup_15	Unclassified	Unclassified	302	3	8	2	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	300	2	6	9	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	SU2_symbiont_group	300	3	8	6	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	Unclassified	299	10	9	9	0.01
Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	299	2	8	2	0.01
Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	299	5	7	5	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejudonia	294	3	5	4	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Unclassified	Unclassified	293	6	5	6	0.01
Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified	291	15	7	11	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Coraliitalea	288	10	7	6	0.01
Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	278	12	9	9	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	274	3	8	3	0.01
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	273	1	8	2	0.01
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella	272	3	8	4	0.01
Schekmanbacteria	Unclassified	Unclassified	Unclassified	Unclassified	272	7	9	6	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Acidimangrovimonas	272	1	5	6	0.01
Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Candidatus_Berkiella	271	6	8	5	0.01
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	270	2	6	4	0.01
Cyanobacteriota	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Synechococcus_IR11	265	5	7	5	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Symploca_PCC-8002	264	3	7	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Unclassified	264	1	7	1	0
Actinomycetota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	262	3	7	5	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Unclassified	260.7	3	8	4	0
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	258	2	8	3	0
FCPU426	Unclassified	Unclassified	Unclassified	Unclassified	257	9	7	8	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	256	3	6	4	0
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	SCGC_AAA011-D5	254	11	7	9	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Ferruginivarius	253	2	7	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	BD2-7	Unclassified	252	2	6	2	0
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Unclassified	Unclassified	247	1	8	3	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Unclassified	247	1	4	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	244	4	7	4	0
NKB15	Unclassified	Unclassified	Unclassified	Unclassified	243	5	6	5	0
