Phylum	Class	Order	Family	contribution	n_asvs	n_ecs	n_samples	top_genus	pct
Bacteroidota	Bacteroidia	Sphingobacteriales	E6aC02	12	1	3	1	Unclassified	0
Bdellovibrionota	Oligoflexia	Unclassified	Unclassified	12	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Idiomarinaceae	12	1	2	1	Aliidiomarina	0
Bacillota	Clostridia	Unclassified	Unclassified	10	1	5	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	10	1	4	1	Nisaea	0
Patescibacteria	Berkelbacteria	Unclassified	Unclassified	10	2	4	2	Unclassified	0
Patescibacteria	Gracilibacteria	Candidatus_Peribacteria	Unclassified	10	2	3	2	Unclassified	0
Chlamydiota	Chlamydiia	Chlamydiales	Waddliaceae	10	3	2	3	Waddlia	0
Chloroflexota	Dehalococcoidia	JdFR-54	Unclassified	9	1	7	1	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	9	1	3	1	Unclassified	0
Acidobacteriota	Unclassified	Unclassified	Unclassified	9	1	3	1	Unclassified	0
Bacteroidota	Bacteroidia	Sphingobacteriales	Unclassified	9	1	3	1	Unclassified	0
Cyanobacteriota	Vampirivibrionia	Gastranaerophilales	Gastranaerophilaceae	9	3	3	3	Unclassified	0
Chloroflexota	TK17	Unclassified	Unclassified	9	1	3	1	Unclassified	0
Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	9	1	3	1	Gordonia	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Celerinatantimonadaceae	9	1	3	1	Celerinatantimonas	0
Caldisericota	Caldisericia	Caldisericales	LF045	9	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	WN-HWB-116	Unclassified	8	1	4	1	Unclassified	0
Patescibacteria	ABY1	Candidatus_Buchananbacteria	Unclassified	8	1	4	1	Unclassified	0
Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	8	1	4	1	SC103	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	8	1	4	1	Unclassified	0
Verrucomicrobiota	Lentisphaeria	P.palmC41	Unclassified	8	1	3	1	Unclassified	0
Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Unclassified	8	1	4	1	Unclassified	0
Bacillota	Bacilli	Bacillales	Marinococcaceae	8	1	3	2	Marinococcus	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	8	1	4	1	Bacteroides	0
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	8	1	3	1	Unclassified	0
Nitrospirota	4-29-1	Unclassified	Unclassified	8	1	4	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	7	1	2	1	Methylomarinum	0
Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	6	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	6	1	3	1	Unclassified	0
Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	6	1	4	1	Prevotella	0
Planctomycetota	SGST604	Unclassified	Unclassified	6	1	3	1	Unclassified	0
WOR-1	Unclassified	Unclassified	Unclassified	6	1	3	1	Unclassified	0
Actinomycetota	Actinobacteria	Propionibacteriales	Unclassified	6	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	6	1	3	1	Litorivicinus	0
Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	6	1	3	1	Unclassified	0
Elusimicrobiota	Elusimicrobia	Lineage_IV	Unclassified	6	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	Unclassified	6	2	2	2	Unclassified	0
Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	6	1	3	1	Aliicoccus	0
Actinomycetota	Actinobacteria	Mycobacteriales	Unclassified	6	1	2	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_II	6	2	2	2	Unclassified	0
Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	5	1	5	1	Candidatus_Kuenenia	0
Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	5	1	4	1	Unclassified	0
Actinomycetota	Actinobacteria	Streptosporangiales	Unclassified	4.69	1	4	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	4.66	2	2	2	Francisella	0
Pseudomonadota	Alphaproteobacteria	Emcibacterales	Emcibacteraceae	4.5	1	3	1	Emcibacter	0
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Bradymonadaceae	4.5	1	3	1	Bradymonas	0
Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	Unclassified	4	1	4	1	Unclassified	0
Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	4	1	4	1	Unclassified	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	4	1	4	1	Hypnocyclicus	0
Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Unclassified	4	1	4	1	Unclassified	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	4	1	4	1	LD29	0
Chloroflexota	Unclassified	Unclassified	Unclassified	4	1	4	1	Unclassified	0
Bacillota	Thermovenabulia	Thermovenabulales	Unclassified	4	1	4	1	Unclassified	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Unclassified	4	1	4	1	JTB215	0
Asgardarchaeota	Lokiarchaeia	Odinarchaeales	Unclassified	4	1	4	1	LCB-4	0
Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	4	1	4	1	Tautonia	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	4	1	4	1	possible_genus_03	0
Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	4	1	2	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84	3	1	3	1	Unclassified	0
Acidobacteriota	Acidobacteriae	TSBb06	Unclassified	3	1	3	1	Unclassified	0
Bacillota	Unclassified	Unclassified	Unclassified	3	1	3	1	Unclassified	0
Acidobacteriota	Acidobacteriae	Subgroup_2	Unclassified	3	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	3	1	3	1	Unclassified	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	3	1	3	1	Psychromonas	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	3	1	3	1	Limnobacter	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	3	1	3	1	Unclassified	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_III	3	1	3	1	Unclassified	0
Dependentiae	Babeliae	Babeliales	Babeliaceae	3	1	3	1	Unclassified	0
Verrucomicrobiota	Unclassified	Unclassified	Unclassified	3	1	3	1	Unclassified	0
Actinomycetota	Unclassified	Unclassified	Unclassified	3	1	3	1	Unclassified	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	3	2	2	2	Unclassified	0
Pseudomonadota	Gammaproteobacteria	eub62A3	Unclassified	2	1	2	1	Unclassified	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Rubidibacteraceae	1.5	1	3	1	Dactylococcopsis_PCC-8305	0
Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	1.26	1	3	1	Tumebacillus	0
Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	1	1	4	1	Unclassified	0
Bacillota	Bacilli	Bacillales	Planococcaceae	0.81	1	3	1	Lysinibacillus	0
Bacillota	Bacilli	Lactobacillales	Enterococcaceae	0.6	1	3	1	Tetragenococcus	0
