Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseibacterium	185	1	4	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Unclassified	184	10	4	13	0.01
Myxococcota	Polyangiia	VHS-B4-70	Unclassified	Unclassified	184	4	4	5	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1	183	4	3	6	0.01
Cyanobacteriota	Sericytochromatia	Unclassified	Unclassified	Unclassified	181	7	4	9	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea	178	4	3	11	0.01
Acidobacteriota	Vicinamibacteria	Subgroup_9	Unclassified	Unclassified	177	8	3	9	0.01
Chloroflexota	Dehalococcoidia	Unclassified	Unclassified	Unclassified	176	5	7	4	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Histidinibacterium	176	3	4	3	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum	172	2	4	6	0.01
Actinomycetota	Actinobacteria	Micrococcales	Unclassified	Unclassified	171	12	4	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Halioxenophilus	171	5	3	10	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora_VP642b	171	5	3	4	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	MSBL7	170	2	7	2	0.01
Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatirhabdiaceae	Desulfatirhabdium	168	2	7	2	0.01
Cloacimonadota	Cloacimonadia	Cloacimonadales	MSBL8	Unclassified	168	7	3	6	0.01
Myxococcota	Polyangiia	Polyangiales	Eel-36e1D6	Unclassified	166	12	4	9	0.01
Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	Unclassified	165.03	4	3	8	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	165	10	3	8	0.01
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified	164	23	4	16	0.01
Deferrisomatota	Deferrisomatia	Deferrisomatales	Deferrisomataceae	Deferrisoma	162	2	7	4	0.01
Myxococcota	Polyangiia	PS-B29	Unclassified	Unclassified	157	7	4	6	0.01
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	156	1	4	3	0.01
Planctomycetota	Phycisphaerae	mle1-8	Unclassified	Unclassified	156	10	3	7	0.01
Myxococcota	Polyangiia	Blfdi19	Unclassified	Unclassified	156	10	4	7	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Coraliomargarita	156	8	3	9	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella	156	2	3	2	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix_PCC-6303	155.01	1	3	8	0.01
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella	155	7	4	8	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Geminobacterium	153	8	3	5	0.01
Actinomycetota	Actinobacteria	Unclassified	Unclassified	Unclassified	153	17	4	13	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Catenovulum	150	5	3	9	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Phaeocystidibacter	147	5	4	8	0.01
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospira	147	1	4	2	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	BIyi10	147	3	3	5	0.01
Chloroflexota	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	145	4	7	4	0.01
Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	Unclassified	144	3	7	3	0.01
Acidobacteriota	Holophagae	Subgroup_7	Unclassified	Unclassified	144	3	3	4	0.01
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	MBIC10086	144	4	3	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Seonamhaeicola	144	3	3	6	0.01
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Unclassified	142	11	3	9	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Unclassified	141	22	3	16	0.01
Planctomycetota	Phycisphaerae	MSBL9	SG8-4	Unclassified	140	8	5	7	0.01
Gemmatimonadota	S0134_terrestrial_group	Unclassified	Unclassified	Unclassified	140	5	4	5	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	BD2-7	Unclassified	140	2	4	2	0.01
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	139	3	4	6	0.01
Planctomycetota	Planctomycetes	Unclassified	Unclassified	Unclassified	138	16	4	10	0.01
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	138	3	3	8	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Catenococcus	138	1	4	7	0.01
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21	137	6	4	7	0.01
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	Unclassified	136	8	3	7	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Vannielia	135	1	4	3	0.01
Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	DEV008	132	2	3	5	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax	132	4	3	5	0.01
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Natranaerovirga	132	2	4	2	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus	132	1	4	2	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	Unclassified	Unclassified	131	6	4	6	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Cyanothece_ATCC_51142_(UCYN-C)	130.5	2	3	8	0.01
Patescibacteria	ABY1	Candidatus_Magasanikbacteria	Unclassified	Unclassified	129	8	7	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zeaxanthinibacter	129	6	3	7	0.01
Pseudomonadota	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	129	6	3	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	129	4	3	4	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter	128	4	4	5	0.01
Acidobacteriota	Subgroup_5	Unclassified	Unclassified	Unclassified	128	5	4	6	0.01
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	128	1	4	2	0.01
Patescibacteria	ABY1	Candidatus_Kuenenbacteria	Unclassified	Unclassified	126	5	7	5	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Pelagerythrobacter	126	23	4	16	0.01
Pseudomonadota	Alphaproteobacteria	Unclassified	Neomegalonemataceae	Unclassified	126	6	4	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejudonia	126	3	3	4	0.01
Chloroflexota	OLB14	Unclassified	Unclassified	Unclassified	126	2	3	8	0.01
Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	124	8	2	8	0.01
Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Unclassified	122	2	4	4	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	122	2	4	9	0.01
Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	Unclassified	121.8	10	3	9	0.01
Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	Unclassified	120	7	4	5	0.01
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unclassified	120	3	3	5	0.01
Pseudomonadota	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	120	2	4	7	0.01
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified	118	18	2	11	0.01
FW113	Unclassified	Unclassified	Unclassified	Unclassified	117	3	7	3	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	117	2	3	2	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Sungkyunkwania	117	3	3	6	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	117	2	3	7	0.01
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Ferruginivarius	115	2	4	2	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Chachezhania	115	1	4	1	0.01
Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	114	5	3	4	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agaribacterium	114	6	3	9	0.01
Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified	111.75	13	5	7	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Hahella	111	1	3	4	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tamlana	111	2	3	5	0.01
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Phormidesmiaceae	Unclassified	110.49	3	3	6	0.01
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Unclassified	110	3	3	8	0.01
Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Serinicoccus	110	1	4	4	0.01
Chloroflexota	Dehalococcoidia	GIF9	AB-539-J10	SCGC-AB-539-J10	108	2	7	2	0.01
Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Unclassified	108	6	3	6	0.01
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Symphothece_PCC-7002	105	6	3	11	0.01
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	104	3	4	4	0.01
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ercella	104	3	4	3	0.01
Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira	104	3	4	5	0.01
Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus	104	2	4	2	0.01
Cyanobacteriota	Cyanobacteriia	Unclassified	Unclassified	Unclassified	103.45	13	4	8	0.01
Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis	102	4	4	4	0.01
Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Unclassified	SCGC_AAA011-D5	101	11	4	9	0.01
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	100	2	5	3	0.01
Chloroflexota	Anaerolineae	1-20	Unclassified	Unclassified	100	1	7	4	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aminobacter	100	1	4	1	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudothioclava	100	1	4	1	0.01
Chlamydiota	Chlamydiia	LD1-PA32	Unclassified	Unclassified	100	6	4	7	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Unclassified	100	2	4	2	0.01
LCP-89	Unclassified	Unclassified	Unclassified	Unclassified	99	9	4	6	0.01
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	99	1	3	5	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	98	7	4	5	0.01
Pseudomonadota	Alphaproteobacteria	Rickettsiales	AB1	Unclassified	97	10	4	9	0.01
Chloroflexota	Anaerolineae	SJA-15	Unclassified	Unclassified	96	1	7	3	0.01
Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Thermotomaculum	96	4	3	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	96	3	3	4	0.01
Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter	96	3	3	3	0.01
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Unclassified	95	1	5	3	0.01
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Muriiphilus	95	2	4	3	0.01
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Coraliitalea	93	10	4	6	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Allohahella	93	6	3	7	0.01
Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus	92	2	4	2	0.01
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Chelativorans	92	1	4	3	0.01
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	91.5	4	3	9	0.01
Bacillota	Desulfitobacteriia	Desulfitobacteriales	Unclassified	Unclassified	90	1	7	2	0
Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	90	2	3	4	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Lutimaribacter	90	1	4	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Roseobacter	90	2	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Confluentibacter	90	1	3	3	0
Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Unclassified	90	1	2	3	0
Chloroflexota	Anaerolineae	RBG-13-54-9	Unclassified	Unclassified	89	8	7	7	0
Actinomycetota	Actinobacteria	Micrococcales	Demequinaceae	Demequina	88	3	3	5	0
Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	87.32	3	4	3	0
Cyanobacteriota	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Synechococcus_IR11	87	5	3	5	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Unclassified	87	5	3	6	0
Chlorobiota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	87	2	3	3	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	84	1	5	4	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceaniglobus	84	2	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	84	1	4	2	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Jiella	84	1	4	1	0
Actinomycetota	Actinobacteria	Micrococcales	Dermatophilaceae	Unclassified	82	3	4	3	0
NKB15	Unclassified	Unclassified	Unclassified	Unclassified	81	5	3	5	0
Pseudomonadota	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Unclassified	81	4	3	3	0
Pseudomonadota	Alphaproteobacteria	Kordiimonadales	Unclassified	Unclassified	81	3	4	4	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qinpengyuania	81	1	3	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified	81	15	3	11	0
Chloroflexota	Dehalococcoidia	vadinBA26	Unclassified	Unclassified	80	2	7	3	0
Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Unclassified	80	4	4	7	0
Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	Luteivirga	80	3	4	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pontivivens	80	1	4	3	0
Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified	79.25	9	4	8	0
Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Unclassified	79	12	4	9	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	78	4	3	4	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	78	3	3	3	0
Chloroflexota	N9D0	Unclassified	Unclassified	Unclassified	78	1	3	7	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus	78	1	3	3	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Unclassified	76.5	3	3	3	0
Candidatus_Kryptonia	Kryptonia	Kryptoniales	MSB-3C8	Unclassified	75	2	3	5	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	75	2	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	SU2_symbiont_group	75	3	3	6	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus	75	2	4	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Bermanella	73.98	1	3	7	0
Cyanobacteriota	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	73.5	2	3	4	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Clostridiisalibacteraceae	Clostridiisalibacter	73	2	7	2	0
Bacillota	Clostridia	Peptococcales	Peptococcaceae	Unclassified	72	3	7	5	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paraclostridium	72	1	7	1	0
Patescibacteria	ABY1	Candidatus_Falkowbacteria	Unclassified	Unclassified	72	8	4	6	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Symploca_PCC-8002	72	3	3	3	0
Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	72	2	4	3	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Motiliproteus	72	5	2	3	0
Actinomycetota	Acidimicrobiia	Unclassified	Unclassified	Unclassified	71	3	4	4	0
Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Pelobacter	70.5	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudooceanicola	70	2	4	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Saccharicrinis	69	4	4	3	0
FCPU426	Unclassified	Unclassified	Unclassified	Unclassified	69	9	4	8	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	MBAE14	Unclassified	69	2	3	3	0
Acidobacteriota	Acidobacteriae	Subgroup_15	Unclassified	Unclassified	69	3	3	2	0
Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	69	5	3	5	0
Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella	68	3	4	4	0
Pseudomonadota	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella	68	2	4	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aureimonas	68	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Kangiellaceae	Aliikangiella	68	2	4	2	0
Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	67.5	3	3	3	0
Schekmanbacteria	Unclassified	Unclassified	Unclassified	Unclassified	67	7	4	6	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Unclassified	66.51	3	3	4	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	66	2	4	3	0
Verrucomicrobiota	Verrucomicrobiia	Opitutales	Puniceicoccaceae	Puniceicoccus	66	7	4	5	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Hahellaceae	Unclassified	66	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	66	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aquamicrobium	65	1	4	2	0
Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Unclassified	Unclassified	65	1	4	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Thalassobius	65	1	4	1	0
Patescibacteria	Parcubacteria	GWA2-38-13b	Unclassified	Unclassified	64.5	7	4	7	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methyloligellaceae	Unclassified	64	4	4	4	0
Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Candidatus_Berkiella	64	6	2	5	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	63.75	2	3	1	0
Chloroflexota	Dehalococcoidia	GIF9	Unclassified	Unclassified	63	2	7	2	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	63	1	7	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Hwangdonia	63	3	7	3	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Allorhizobium	63	1	3	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Unclassified	63	12	3	8	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Foliisarcina	62.99	14	3	10	0
Pseudomonadota	Gammaproteobacteria	Ga0077536	Unclassified	Unclassified	62	5	4	5	0
Myxococcota	Unclassified	Unclassified	Unclassified	Unclassified	61	8	4	6	0
Myxococcota	Polyangiia	VHS-B3-70	Unclassified	Unclassified	60	4	4	6	0
Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	60	4	4	4	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	Unclassified	60	3	3	4	0
Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Oleiagrimonas	60	3	3	3	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Maritimibacter	60	1	4	2	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	60	1	4	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	60	2	4	2	0
Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Thomasclavelia	60	1	3	4	0
Pseudomonadota	Alphaproteobacteria	NRL2	Unclassified	Unclassified	57.5	2	4	4	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus	57	2	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacterium	57	1	3	1	0
Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Pontibacter	57	3	3	2	0
Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	55.6	10	2	10	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Unclassified	55.5	5	3	4	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera	55.5	3	3	3	0
Pseudomonadota	Gammaproteobacteria	EC3	Unclassified	Unclassified	55	9	3	7	0
Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Unclassified	54	3	3	3	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gangjinia	54	1	3	1	0
Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	Unclassified	Unclassified	53.5	6	4	7	0
Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Unclassified	Unclassified	53	6	4	6	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	53	2	4	2	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Annamia_HOs24	52.5	2	3	4	0
Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	52	2	4	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	52	2	4	2	0
Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella	51	6	3	5	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	50.22	1	7	6	0
Patescibacteria	ABY1	Unclassified	Unclassified	Unclassified	50	5	7	3	0
Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	50	1	7	1	0
Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	Unclassified	Unclassified	50	5	4	5	0
Gemmatimonadota	MD2902-B12	Unclassified	Unclassified	Unclassified	50	3	4	4	0
Planctomycetota	Phycisphaerae	MSBL9	4572-13	Unclassified	50	3	4	3	0
Elusimicrobiota	Lineage_IIb	Unclassified	Unclassified	Unclassified	48	7	3	6	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Coleofasciculus_PCC-7420	48	3	3	4	0
Pseudomonadota	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Halofilum	48	2	3	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	48	2	3	3	0
Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospirillum	48	1	4	4	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Altibacter	48	1	3	2	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Litchfieldia	48	1	3	1	0
Patescibacteria	Microgenomatia	Candidatus_Levybacteria	Unclassified	Unclassified	45	1	7	2	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	45	6	3	6	0
Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unclassified	45	6	3	5	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Kamptonema	45	1	3	2	0
Pseudomonadota	Gammaproteobacteria	Run-SP154	Unclassified	Unclassified	45	1	3	2	0
Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Roseimaritima	45	1	3	3	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Unclassified	45	2	4	3	0
Cyanobacteriota	Cyanobacteriia	Phormidesmiales	Nodosilineaceae	Leptolyngbya_PCC-6406	45	2	3	2	0
Pseudomonadota	Alphaproteobacteria	Kiloniellales	Unclassified	Unclassified	45	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	45	1	4	1	0
Verrucomicrobiota	Kiritimatiellia	Kiritimatiellales	Kiritimatiellaceae	Unclassified	44	1	4	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga	44	2	4	2	0
TA06	Unclassified	Unclassified	Unclassified	Unclassified	44	4	4	4	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17	Unclassified	44	1	4	2	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteraurantiacibacter	44	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Unclassified	Methylohalomonas	43.5	1	3	2	0
