Phylum	Class	Order	Family	Genus	contribution	n_asvs	n_ecs	n_samples	pct
Patescibacteria	ABY1	Candidatus_Buchananbacteria	Unclassified	Unclassified	8	1	4	1	0
Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	SC103	8	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Pseudohoeflea	8	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Fretibacter	8	1	4	1	0
Acidobacteriota	Blastocatellia	Elev-16S-573	Unclassified	Unclassified	8	1	4	1	0
Verrucomicrobiota	Lentisphaeria	P.palmC41	Unclassified	Unclassified	8	1	3	1	0
Patescibacteria	Microgenomatia	Candidatus_Roizmanbacteria	Unclassified	Unclassified	8	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudobowmanella	8	1	4	1	0
Bacillota	Bacilli	Bacillales	Marinococcaceae	Marinococcus	8	1	3	2	0
Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	8	1	4	1	0
Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	Unclassified	8	1	3	1	0
Nitrospirota	4-29-1	Unclassified	Unclassified	Unclassified	8	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Psychrosphaera	7.8	3	3	3	0
Pseudomonadota	Gammaproteobacteria	Beggiatoales	Leucotrichaceae	Thiothrix	7.5	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Unclassified	7.2	1	3	3	0
Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomarinum	7	1	2	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	6.99	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphobacterium	6	1	3	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Sunxiuqinia	6	1	3	1	0
Cyanobacteriota	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Unclassified	6	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	6	1	3	1	0
Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Hugenholtzia	6	1	3	1	0
Rhodothermota	Rhodothermia	Rhodothermales	Rhodothermaceae	Natronotalea	6	1	3	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	6	2	3	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Terasakiispira	6	1	3	1	0
Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	SM23-31	6	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Achromatium	6	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Unclassified	6	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Spongiispira	6	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter	6	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Snuella	6	1	3	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	6	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Planctobacterium	6	1	3	1	0
Planctomycetota	SGST604	Unclassified	Unclassified	Unclassified	6	1	3	1	0
WOR-1	Unclassified	Unclassified	Unclassified	Unclassified	6	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Cucumibacter	6	1	3	1	0
Actinomycetota	Actinobacteria	Propionibacteriales	Unclassified	Unclassified	6	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantiacicella	6	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Litorivicinaceae	Litorivicinus	6	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Unclassified	6	1	3	1	0
Elusimicrobiota	Elusimicrobia	Lineage_IV	Unclassified	Unclassified	6	1	3	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	6	1	2	1	0
Pseudomonadota	Gammaproteobacteria	EV818SWSAP88	Unclassified	Unclassified	6	2	2	2	0
Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus	6	1	3	1	0
Actinomycetota	Actinobacteria	Mycobacteriales	Unclassified	Unclassified	6	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_II	Unclassified	6	2	2	2	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus	6	1	3	1	0
Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	Candidatus_Kuenenia	5	1	5	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	5	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudaestuariivita	5	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mangrovicella	5	1	4	1	0
Planctomycetota	Phycisphaerae	MSBL9	KCLunmb-38-53	Unclassified	5	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	5	1	4	1	0
Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified	5	1	3	1	0
Actinomycetota	Actinobacteria	Streptosporangiales	Unclassified	Unclassified	4.69	1	4	1	0
Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella	4.66	2	2	2	0
Pseudomonadota	Alphaproteobacteria	Emcibacterales	Emcibacteraceae	Emcibacter	4.5	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Cyanothece	4.5	1	3	1	0
Thermodesulfobacteriota	Desulfuromonadia	Bradymonadales	Bradymonadaceae	Bradymonas	4.5	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Azospirillum	4.2	1	3	1	0
Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Unclassified	4	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodobiaceae	Tepidamorphus	4	1	4	1	0
Patescibacteria	Parcubacteria	Candidatus_Colwellbacteria	Unclassified	Unclassified	4	1	4	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Anaerophaga	4	1	4	1	0
Chloroflexota	Chloroflexia	Kallotenuales	AKIW781	Unclassified	4	1	4	1	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus	4	1	4	1	0
Patescibacteria	Parcubacteria	Candidatus_Jorgensenbacteria	Unclassified	Unclassified	4	1	4	1	0
Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	Mangroviflexus	4	1	4	1	0
Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	LD29	4	1	4	1	0
Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	4	1	4	1	0
Chloroflexota	Unclassified	Unclassified	Unclassified	Unclassified	4	1	4	1	0
Bacillota	Thermovenabulia	Thermovenabulales	Unclassified	Unclassified	4	1	4	1	0
Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Unclassified	JTB215	4	1	4	1	0
Asgardarchaeota	Lokiarchaeia	Odinarchaeales	Unclassified	LCB-4	4	1	4	1	0
Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	4	1	4	1	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	4	1	4	1	0
Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinivibrionaceae	possible_genus_03	4	1	4	1	0
Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Unclassified	4	1	4	1	0
Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Unclassified	4	1	4	1	0
Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Unclassified	4	1	2	1	0
Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Unclassified	3.99	1	3	1	0
Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	3.99	1	3	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	3.72	1	4	2	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Gandjariella	3	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Unclassified	3	1	3	1	0
Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Unclassified	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84	Unclassified	3	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Paraspirulinaceae	Unclassified	3	1	3	1	0
Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptonema	3	1	3	1	0
Acidobacteriota	Acidobacteriae	TSBb06	Unclassified	Unclassified	3	1	3	1	0
Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Thiospirochaeta	3	1	4	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Oscillatoria_PCC-6304	3	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocoleus_BC008	3	1	3	1	0
Bacillota	Unclassified	Unclassified	Unclassified	Unclassified	3	1	3	1	0
Acidobacteriota	Acidobacteriae	Subgroup_2	Unclassified	Unclassified	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Unclassified	3	1	3	1	0
Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pustulibacterium	3	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parerythrobacter	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	3	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Neo-b11	3	1	3	1	0
Bacillota	Bacilli	Bacillales	Bacillaceae	Desertibacillus	3	1	3	1	0
Balneolota	Balneolia	Balneolales	Balneolaceae	B2706-C7	3	1	3	1	0
Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	YC-ZSS-LKJ63	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Burkholderiales	Unclassified	Unclassified	3	1	3	1	0
Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Clade_III	Unclassified	3	1	3	1	0
Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified	3	1	3	1	0
Verrucomicrobiota	Unclassified	Unclassified	Unclassified	Unclassified	3	1	3	1	0
Actinomycetota	Unclassified	Unclassified	Unclassified	Unclassified	3	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans	3	1	3	1	0
Patescibacteria	Gracilibacteria	JGI_0000069-P22	Unclassified	Unclassified	3	2	2	2	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Bacterioplanes	2.01	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cylindrospermopsis_CRJ1	2.01	1	3	1	0
Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Ga0074140	2	1	2	1	0
Pseudomonadota	Gammaproteobacteria	eub62A3	Unclassified	Unclassified	2	1	2	1	0
Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Rhodocista	1.5	1	3	1	0
Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Litoribrevibacter	1.5	1	3	1	0
Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Rubidibacteraceae	Dactylococcopsis_PCC-8305	1.5	1	3	1	0
Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	1.26	1	3	1	0
Bacillota	Clostridia	Clostridiales	Clostridiaceae	Unclassified	1	1	5	1	0
Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Unclassified	1	1	4	1	0
Bacillota	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0.81	1	3	1	0
Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Cellulosilyticum	0.68	1	4	1	0
Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	0.6	1	3	1	0
Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Unclassified	0.5	1	2	1	0
